g,t,width
0.5,8.39820793318844,9.565641776476326
0.5,8.411328400000995,9.565641776476326
0.5,8.437569333626106,9.565641776476326
0.5,8.463810267251217,9.760858955588091
0.5,8.500418296699753,9.760858955588091
0.5,8.537026326148288,9.760858955588091
0.5,8.573634355596823,9.760858955588091
0.5,8.64078018638859,9.760858955588091
0.5,8.707926017180355,9.956076134699856
0.5,8.775071847972121,9.956076134699856
0.5,8.842217678763888,9.956076134699856
0.5,8.909363509555654,9.956076134699856
0.5,8.97650934034742,10.151293313811621
0.5,9.043655171139186,10.151293313811621
0.5,9.110801001930952,10.151293313811621
0.5,9.177946832722718,10.346510492923386
0.5,9.245092663514484,10.346510492923386
0.5,9.31223849430625,10.346510492923386
0.5,9.379384325098016,10.541727672035137
0.5,9.472333043857464,10.541727672035137
0.5,9.565281762616912,10.541727672035137
0.5,9.65823048137636,10.736944851146902
0.5,9.751179200135809,10.736944851146902
0.5,9.844127918895257,10.932162030258667
0.5,9.937076637654705,10.932162030258667
0.5,10.030025356414153,10.932162030258667
0.5,10.122974075173602,11.127379209370417
0.5,10.21592279393305,11.127379209370417
0.5,10.308871512692498,11.322596388482182
0.5,10.401820231451946,11.322596388482182
0.5,10.494768950211395,11.322596388482182
0.5,10.587717668970843,11.517813567593947
0.5,10.680666387730291,11.517813567593947
0.5,10.77361510648974,11.713030746705712
0.5,10.866563825249187,11.713030746705712
0.5,10.959512544008636,11.713030746705712
0.5,11.052461262768084,11.908247925817477
0.5,11.145409981527532,11.908247925817477
0.5,11.23835870028698,12.103465104929228
0.5,11.331307419046428,12.103465104929228
0.5,11.40284156881402,12.103465104929228
0.5,11.474375718581612,12.298682284040993
0.5,11.545909868349204,12.298682284040993
0.5,11.617444018116796,12.298682284040993
0.5,11.702317180554275,12.298682284040993
0.5,11.787190342991753,12.493899463152758
0.5,11.872063505429232,12.493899463152758
0.5,11.95693666786671,12.493899463152758
0.5,12.052000739353689,12.493899463152758
0.5,12.147064810840668,12.689116642264523
0.5,12.242128882327647,12.689116642264523
0.5,12.337192953814625,12.689116642264523
0.5,12.448859106462931,12.689116642264523
0.5,12.560525259111238,12.689116642264523
0.5,12.672191411759544,12.884333821376288
0.5,12.78385756440785,12.884333821376288
0.5,12.935818494150448,12.884333821376288
0.5,13.087779423893046,13.079551000488038
0.5,13.239740353635645,13.079551000488038
0.5,13.391701283378243,13.079551000488038
0.5,13.543662213120841,13.079551000488038
0.5,13.69562314286344,13.274768179599803
0.5,13.847584072606038,13.274768179599803
0.5,13.999545002348636,13.274768179599803
0.5,14.151505932091235,13.469985358711568
0.5,14.274420521059533,13.469985358711568
0.5,14.37586442620227,13.469985358711568
0.5,14.477308331345007,13.469985358711568
0.5,14.578752236487745,13.469985358711568
0.5,14.680196141630482,13.469985358711568
0.5,14.818047793349773,13.665202537823333
0.5,14.955899445069065,13.665202537823333
0.5,15.093751096788356,13.665202537823333
0.5,15.231602748507648,13.665202537823333
0.5,15.398011236875861,13.665202537823333
0.5,15.564419725244075,13.860419716935098
0.5,15.73082821361229,13.860419716935098
0.5,15.897236701980503,13.860419716935098
0.5,16.063645190348716,13.860419716935098
0.5,16.230053678716928,14.055636896046849
0.5,16.39646216708514,14.055636896046849
0.5,16.590846744122825,14.055636896046849
0.5,16.78523132116051,14.055636896046849
0.5,16.979615898198194,14.250854075158614
0.5,17.17400047523588,14.250854075158614
0.5,17.368385052273563,14.250854075158614
0.5,17.562769629311248,14.250854075158614
0.5,17.757154206348932,14.250854075158614
0.5,17.951538783386617,14.250854075158614
0.5,18.1459233604243,14.250854075158614
0.5,18.340307937461986,14.250854075158614
0.5,18.53469251449967,14.446071254270379
0.5,18.729077091537356,14.446071254270379
0.5,18.92346166857504,14.446071254270379
0.5,19.117846245612725,14.446071254270379
0.5,19.31223082265041,14.446071254270379
0.5,19.506615399688094,14.64128843338213
0.5,19.70099997672578,14.64128843338213
0.5,19.895384553763463,14.64128843338213
0.5,20.089769130801148,14.836505612493895
0.5,20.284153707838833,14.836505612493895
0.5,20.478538284876517,14.836505612493895
0.5,20.672922861914202,15.03172279160566
0.5,20.906930774601502,15.03172279160566
0.5,21.140938687288802,15.226939970717424
0.5,21.374946599976102,15.226939970717424
0.5,21.608954512663402,15.226939970717424
0.5,21.842962425350702,15.42215714982919
0.5,22.014891131863266,15.42215714982919
