g,time,width
0.01,559.5014329164652,37.98828125
0.01,560.7219020208228,38.18359375
0.01,561.9423711251803,38.18359375
0.01,563.1628402295379,38.37890625
0.01,564.3833093338955,38.37890625
0.01,565.603778438253,38.57421875
0.01,566.8242475426106,38.57421875
0.01,568.0447166469681,38.57421875
0.01,569.2651857513257,38.76953125
0.01,570.4856548556833,38.76953125
0.01,571.7061239600408,38.96484375
0.01,572.9265930643984,38.96484375
0.01,574.147062168756,39.16015625
0.01,575.3675312731135,39.16015625
0.01,576.5880003774711,39.35546875
0.01,577.8084694818286,39.35546875
0.01,579.0289385861862,39.55078125
0.01,580.2494076905438,39.55078125
0.01,581.4698767949013,39.74609375
0.01,582.6903458992589,39.74609375
0.01,583.9108150036164,39.94140625
0.01,585.131284107974,39.94140625
0.01,586.3517532123316,40.13671875
0.01,587.5722223166891,40.13671875
0.01,588.7926914210467,40.33203125
0.01,590.0131605254043,40.33203125
0.01,591.2336296297618,40.52734375
0.01,592.4540987341194,40.52734375
0.01,593.674567838477,40.72265625
0.01,594.8950369428345,40.72265625
0.01,596.1155060471921,40.91796875
0.01,597.3359751515496,40.91796875
0.01,598.5564442559072,41.11328125
0.01,599.570143271584,41.11328125
0.01,600.5838422872608,41.30859375
0.01,601.5975413029377,41.30859375
0.01,602.6112403186145,41.30859375
0.01,603.6249393342913,41.50390625
0.01,604.6386383499681,41.50390625
0.01,605.6523373656449,41.69921875
0.01,606.6660363813218,41.69921875
0.01,607.6797353969986,41.89453125
0.01,608.6934344126754,41.89453125
0.01,609.7071334283522,41.89453125
0.01,610.720832444029,42.08984375
0.01,611.7345314597059,42.08984375
0.01,612.8736738313285,42.28515625
0.01,614.0128162029511,42.28515625
0.01,615.1519585745737,42.48046875
0.01,616.2911009461963,42.48046875
0.01,617.4302433178188,42.67578125
0.01,618.5693856894414,42.67578125
0.01,619.708528061064,42.87109375
0.01,620.8476704326866,42.87109375
0.01,621.9868128043092,42.87109375
0.01,623.1259551759318,43.06640625
0.01,624.2650975475544,43.06640625
0.01,625.404239919177,43.26171875
0.01,626.5433822907996,43.26171875
0.01,627.6825246624222,43.45703125
0.01,628.8216670340448,43.45703125
0.01,629.9608094056674,43.65234375
0.01,631.09995177729,43.65234375
0.01,632.2390941489126,43.84765625
0.01,633.3782365205352,43.84765625
0.01,634.5173788921578,44.04296875
0.01,635.6565212637804,44.04296875
0.01,636.795663635403,44.23828125
0.01,637.9348060070256,44.23828125
0.01,639.0739483786482,44.43359375
0.01,640.2130907502708,44.43359375
0.01,641.3522331218934,44.62890625
0.01,642.491375493516,44.62890625
0.01,643.6305178651386,44.82421875
0.01,644.7696602367612,44.82421875
0.01,645.9088026083838,45.01953125
0.01,647.0479449800064,45.01953125
0.01,648.187087351629,45.21484375
0.01,649.3262297232516,45.21484375
0.01,650.4653720948742,45.41015625
0.01,651.6045144664968,45.41015625
0.01,652.7436568381194,45.41015625
0.01,653.882799209742,45.60546875
0.01,655.0219415813646,45.60546875
0.01,656.1610839529872,45.80078125
0.01,657.3002263246098,45.80078125
0.01,658.4393686962323,45.99609375
0.01,659.578511067855,45.99609375
0.01,660.7176534394775,46.19140625
0.01,661.8567958111001,46.19140625
0.01,662.9959381827227,46.38671875
0.01,664.1350805543453,46.38671875
0.01,665.2742229259679,46.58203125
0.01,666.4133652975905,46.58203125
0.01,667.5525076692131,46.77734375
0.01,668.6916500408357,46.77734375
0.01,669.8307924124583,46.97265625
0.01,670.9699347840809,46.97265625
0.01,672.1090771557035,47.16796875
0.01,673.2482195273261,47.16796875
0.01,674.3873618989487,47.36328125
0.01,675.5265042705713,47.36328125
0.01,676.6656466421939,47.55859375
0.01,677.8047890138165,47.55859375
0.01,678.9439313854391,47.75390625
0.01,680.0830737570617,47.75390625
0.01,681.2222161286843,47.94921875
0.01,682.3613585003069,47.94921875
0.01,683.5005008719295,48.14453125
0.01,684.6396432435521,48.14453125
0.01,685.7787856151747,48.33984375
